id,geo_event_id,approval_status,source,source_incident_name,source_acres,date_created,IRWINID,IncidentName,GACC,GISAcres,IncidentTypeCategory,UnitID,IMTName
32,41551.0,approved,nifc,Blue Hills,3868.0,2025-02-03,,,,,,,
33,41551.0,approved,nifc,Blue Hills,3899.7738994154374,2025-02-04,,,,,,,
34,,pending,nifc,VEG/ZL/71A,0.01,2025-02-04,,,,,,,
35,,pending,nifc,VEG/ZL/71A,0.01,2025-02-04,,,,,,,
36,41514.0,pending,cal_fire_intel,FRANKLIN,4037.15,2025-02-04,,,,,,,
37,41514.0,pending,cal_fire_intel,FRANKLIN,2712.86,2025-02-04,,,,,,,
38,41514.0,pending,cal_fire_intel,FRANKLIN,3048.51,2025-02-04,,,,,,,
39,41514.0,pending,cal_fire_intel,FRANKLIN,2666.87,2025-02-04,,,,,,,
40,41514.0,pending,cal_fire_intel,FRANKLIN,2851.32,2025-02-04,,,,,,,
41,41514.0,pending,cal_fire_intel,FRANKLIN,4034.73,2025-02-04,,,,,,,
42,41514.0,pending,cal_fire_intel,FRANKLIN,4030.91,2025-02-04,,,,,,,
43,,pending,cal_fire_intel,PALISADES,23654.16,2025-02-04,,,,,,,
44,,pending,cal_fire_intel,PALISADES,23165.68,2025-02-04,,,,,,,
45,,pending,cal_fire_intel,Palisades,23713.39,2025-02-04,,,,,,,
46,,pending,cal_fire_intel,PALISADES,23706.6,2025-02-04,,,,,,,
47,,pending,cal_fire_intel,PALISADES,20753.26,2025-02-04,,,,,,,
48,,pending,cal_fire_intel,Palisades,20330.11,2025-02-04,,,,,,,
49,,pending,nifc,IRIS,10.4118500883741,2025-02-06,,,,,,,
50,,pending,firis,CA-RVC-PALMAS-N40Y,284.111111588864,2025-02-06,,,,,,,
51,,pending,firis,CA-BDU-CARTAGO-N43U,101.343848161962,2025-02-06,,,,,,,
52,,pending,firis,CA-LNU-MARSH-N57B,304.138125350243,2025-02-06,,,,,,,
53,,pending,firis,CA-KRN-GARDNER-N43U,59.0861745678325,2025-02-06,,,,,,,
54,,pending,firis,CA-KRN-GARDNER-N43U,102.258949973994,2025-02-06,,,,,,,
55,,pending,firis,CA-KRN-GARDNER-N43U,241.416545107746,2025-02-06,,,,,,,
56,,pending,firis,CA-LNU-MARSHFIRETRAINING-N57B,472.633725719597,2025-02-06,,,,,,,
57,,pending,firis,CA-TNF-PENDOLA-N57B,12.8513553447829,2025-02-06,,,,,,,
58,,pending,firis,CA-TNF-PENDOLA-N57B,12.8513553447829,2025-02-06,,,,,,,
59,,pending,firis,CA-TNF-PENDOLA-N57B,12.8513553447829,2025-02-06,,,,,,,
60,,pending,firis,CA-TNF-PENDOLA-N57B,12.8513553447829,2025-02-06,,,,,,,
61,,pending,firis,CA-FKU-YORK-N43U,181.384173426759,2025-02-06,,,,,,,
62,,pending,firis,CA-KRN-SCHOOL-N43U,1003.32051719442,2025-02-06,,,,,,,
63,,pending,firis,CA-KRN-SCHOOL-N43U,1286.05618332149,2025-02-06,,,,,,,
64,,pending,firis,CA-RRU-MAGNOLIA-N43U,36.5642695768506,2025-02-06,,,,,,,
65,,pending,firis,CA-RRU-ALMOND-N43U,35.6800299514846,2025-02-06,,,,,,,
66,,pending,firis,CA-BDC-BARSTOW-N43U,55.4195690013434,2025-02-06,,,,,,,
67,,pending,firis,CA-KRN-SHERWOOD-N43U,332.174232955148,2025-02-06,,,,,,,
68,,pending,firis,CA-BDC-RED-N43U,148.04012189168,2025-02-06,,,,,,,
69,,pending,nifc,RED,148.04012676506,2025-02-06,,,,,,,
70,,pending,firis,CA-BDC-NATIONAL-N43U,21.3800686848693,2025-02-06,,,,,,,
71,,pending,firis,CA-BDC-NATIONAL-N43U,42.0584234375888,2025-02-06,,,,,,,
72,,pending,firis,CA-SDU-LOVE-N43U,17.8900338740828,2025-02-06,,,,,,,
73,,pending,firis,CA-RRU-JANELL-N43U,12.7898184421905,2025-02-06,,,,,,,
74,,pending,nifc,LOVE 2,17.8900326783586,2025-02-06,,,,,,,
75,,pending,nifc,TRAM,13.8,2025-02-06,,,,,,,
76,,pending,firis,CA-SQF-Cow-N40Y,106.420281556883,2025-02-06,,,,,,,
77,,pending,firis,CA-BEU-IDRIA-N43U,29.1070067384453,2025-02-06,,,,,,,
78,,pending,firis,CA-FKU-Petrol,143.869013818946,2025-02-06,,,,,,,
79,,pending,firis,CA-TCU-4Dash1-N40Y,0.810977668913725,2025-02-06,,,,,,,
80,,pending,firis,ConcowFire,5.758548054494,2025-02-06,,,,,,,
81,,pending,firis,RanchFire,5.758548054494,2025-02-06,,,,,,,
82,,pending,firis,CA-BTU-Ranch-N40Y,5.758548054494,2025-02-06,,,,,,,
83,,pending,firis,CA-TCU-Snow-N57B,5.55430606122478,2025-02-06,,,,,,,
84,,pending,firis,CA-KRN-WIND-N43U,118.68049502382,2025-02-06,,,,,,,
85,,pending,firis,CA-KRN-WIND-N43U,118.68049502382,2025-02-06,,,,,,,
86,,pending,firis,CA-KRN-Wind-Branch2-N43U,1.92873590386026,2025-02-06,,,,,,,
87,,pending,firis,CA-LNU-RIDGE-N57B,0.488209560749607,2025-02-06,,,,,,,
88,,pending,firis,GroveBiomass,5.19505581314435,2025-02-06,,,,,,,
89,,pending,firis,CA-BEU-TRAIL-N57B,1.8469806298506,2025-02-06,,,,,,,
90,,pending,firis,CA-BEU-TRAIL-N57B,2.28653248017953,2025-02-06,,,,,,,
91,,pending,firis,CA-RRU-BONITA-N43U,7.06951822346299,2025-02-06,,,,,,,
92,,pending,firis,CA-KRN-TANK-N43U,6.51774053361846,2025-02-06,,,,,,,
93,,pending,firis,CA-NEA-Ridgewood-N57B,1.49542270255235,2025-02-06,,,,,,,
94,,pending,firis,CA-CON-SLUTTEN-N57B,24.4319218463633,2025-02-06,,,,,,,
95,,pending,firis,CA-CON-MARINA-N57B,3.64463623411553,2025-02-06,,,,,,,
96,,pending,firis,CA-BEU-PANOCHE-N57B,163.026790483592,2025-02-06,,,,,,,
97,,pending,firis,CA-RRU-HARFORD-N43U,51.3234963722635,2025-02-06,,,,,,,
98,,pending,firis,CA-KRN-HOLIDAY-N43U,397.522531213138,2025-02-06,,,,,,,
99,,pending,firis,CA-FRN-CENTRAL-N43U,12.5663452457164,2025-02-06,,,,,,,
100,,pending,firis,CA-KRN-TWISSLEMAN-N43U,303.306495962672,2025-02-06,,,,,,,
101,,pending,firis,CA-MMU-MIDDLETON-N57B,33.222494968607,2025-02-06,,,,,,,
102,,pending,firis,CA-MMU-MIDDLETON-N57B,33.222494968607,2025-02-06,,,,,,,
103,,pending,firis,CA-TCU-FLOOD-N57B,57.6899623607367,2025-02-06,,,,,,,
104,,pending,firis,CA-SDU-CAMERON-N43U,5.28083721810177,2025-02-06,,,,,,,
105,,pending,firis,CA-LAC-VINCE-N43U,22.3766567904926,2025-02-06,,,,,,,
106,,pending,firis,CA-KRN-TULE-N43U,52.268279631328,2025-02-06,,,,,,,
107,,pending,firis,CA-SBC-HILL-N43U,632.440961331057,2025-02-06,,,,,,,
108,,pending,firis,CA-FKU-PEPPER-N57B,26.8859086114653,2025-02-06,,,,,,,
109,,pending,firis,CA-SBC-HILL-N43U,1383.04950001003,2025-02-06,,,,,,,
110,,pending,firis,CA-KRN-MOCAL-N43U,116.261910764254,2025-02-06,,,,,,,
111,,pending,firis,CA-RRU-HOWARD-N43U,32.1214907450714,2025-02-06,,,,,,,
112,,pending,firis,CA-MMU-CANAL-N57B,227.250139093355,2025-02-06,,,,,,,
113,,pending,firis,CA-SDU-GREAT-N43U,119.084031673784,2025-02-06,,,,,,,
114,41773.0,pending,firis,CA-TUU-SPRING-N57B,8.65107396400447,2025-02-06,,,,,,,
115,,pending,nifc,HOWARD,0.01,2025-02-06,,,,,,,
116,,pending,firis,CA-MMU-FIREBAUGH-N57B,465.920466969909,2025-02-06,,,,,,,
117,,pending,firis,CA-LAC-ROSAMOND-N43U,124.518938865278,2025-02-06,,,,,,,
118,,pending,firis,CA-CND-RED-N43U,57.8804730935943,2025-02-06,,,,,,,
119,,pending,firis,CA-SBC-FIELD-N43U,194.801884881665,2025-02-06,,,,,,,
120,,pending,firis,CA-RRU-LIMONITE-N43U,25.3018466932538,2025-02-06,,,,,,,
121,,pending,firis,CA-KRN-RANCH-N43U,177.028112674381,2025-02-06,,,,,,,
122,,pending,firis,CA-KRN-RANCH-N43U,301.107506906484,2025-02-06,,,,,,,
123,,pending,firis,CA-KRN-DUMP-N43U,2.32793871581073,2025-02-06,,,,,,,
124,,pending,firis,CA-KRN-RANCH-N43U,370.711077450963,2025-02-06,,,,,,,
125,,pending,firis,CA-SCU-CORRAL-N57B,946.347097273012,2025-02-06,,,,,,,
126,,pending,firis,CA-SCU-CORRAL-N57B,4920.38231721655,2025-02-06,,,,,,,
127,,pending,firis,CA-SCU-CORRAL-N57B,11046.9175325054,2025-02-06,,,,,,,
128,,pending,firis,CA-TUU-GOSHEN-N57B,2.1246039515788,2025-02-06,,,,,,,
129,,pending,firis,CA-SCU-CORRAL-N57B,12256.6472175751,2025-02-06,,,,,,,
130,,pending,firis,CA-SDU-BORDER53-N43U,154.271737433497,2025-02-06,,,,,,,
131,,pending,firis,CA-KRN-WEST-N43U,477.630265938924,2025-02-06,,,,,,,
132,,pending,firis,CA-KRN-WEST-N43U,477.630265938924,2025-02-06,,,,,,,
133,,pending,firis,CA-SCU-PATTERSON-N57B,95.2106441911287,2025-02-06,,,,,,,
134,,pending,firis,CA-BDU-SORREL-N43U,19.1290434749866,2025-02-06,,,,,,,
135,,pending,firis,CA-SCU-CROSS-N57B,5.82476461997303,2025-02-06,,,,,,,
136,,pending,firis,CA-CDD-SORREL-N43U,19.1290434749866,2025-02-06,,,,,,,
137,,pending,firis,CA-KRN-ROAD-N43U,516.527833933247,2025-02-06,,,,,,,
138,,pending,firis,CA-LAC-CHERRY-N43U,6.19657417619662,2025-02-06,,,,,,,
139,,pending,firis,CA-SLO-BITTERWATER-N43U,331.203095266703,2025-02-06,,,,,,,
140,,pending,firis,CA-RRU-LOTUS-N43U,27.3704804129899,2025-02-06,,,,,,,
141,,pending,firis,CA-LNU-CRYSTAL-N57B,57.2809306771424,2025-02-06,,,,,,,
142,,pending,firis,CA-FKU-DEVIL-N43U,210.449339982561,2025-02-06,,,,,,,
143,,pending,firis,CA-RRU-RELAY-N43U,47.3567606599398,2025-02-06,,,,,,,
144,,pending,firis,CA-LNU-COVE-N57B,2.82385309970812,2025-02-06,,,,,,,
145,,pending,firis,CA-KRN-GASKELL-N43U,260.265565019457,2025-02-06,,,,,,,
146,,pending,firis,CA-KRN-GASKELL-N43U,301.582282600278,2025-02-06,,,,,,,
147,41644.0,pending,firis,CA-KRN-155-N43U,49.9123115766645,2025-02-06,,,,,,,
148,,pending,firis,CA-KRN-LOST-N43U,3454.27277610157,2025-02-06,,,,,,,
149,41785.0,approved,nifc,Spring,0.25,2025-02-06,,,,,,,
150,,pending,nifc,VEH/AM/94,0.01,2025-02-09,,,,,,,
151,41867.0,approved,nifc,Picadilla,71.387244605787,2025-02-10,,,,,,,
152,41852.0,approved,nifc,Heather,59.392409353744966,2025-02-10,,,,,,,
153,,pending,nifc,PIT FIRE,0.35,2025-02-10,,,,,,,
154,41940.0,approved,nifc,Not provided,656.0,2025-02-11,,,,,,,
155,42113.0,approved,nifc,Middleton Wildfire,3000.0,2025-02-18,,,,,,,
156,42331.0,pending,nifc,Brush Creek,0.38,2025-02-23,7D0E8FF7-6101-4DD3-BF00-7ECE1D6ACA77,Brush Creek,RMCC,0.38,WF,,
157,42338.0,approved,nifc,Brush Pile 1,15.6,2025-02-23,1E784CDF-C99C-4F61-94A3-F2BB0B366D96,Brush Pile 1,RMCC,15.6,WF,,
158,42341.0,approved,nifc,Bogus,1.0,2025-02-23,021E77E8-86A4-4CEA-9336-5CAFB51B6A0B,Bogus,RMCC,1.0,WF,,
159,42415.0,approved,nifc,Deer Stand,15.71324804961094,2025-02-25,1DE931A5-81C8-4D8E-AF5D-702FAC55C626,Deer Stand,SACC,15.713248049610941,WF,TXTXS,
160,42415.0,pending,nifc,Deer Stand,15.71324804961094,2025-02-25,1DE931A5-81C8-4D8E-AF5D-702FAC55C626,Deer Stand,SACC,15.713248049610941,WF,TXTXS,
161,42431.0,approved,nifc,Schaffer Road,5.0,2025-02-25,E33CDBD2-268C-49A0-B2D5-BC8D821C96B5,Schaffer Road,RMCC,5.0,WF,,
162,42511.0,pending,nifc,Hickory Creek,12.28542679889696,2025-02-26,FD3E97C0-9DB3-4D41-9A92-897CF5F7E1E1,Hickory Creek,SACC,12.28542679889696,WF,TXTXS,
163,42501.0,pending,nifc,Sandy Bluff,29.488145490661537,2025-02-26,184488EE-A780-4631-9A83-88734CE72435,Sandy Bluff,SACC,29.488145490661537,WF,TXTXS,
164,42487.0,approved,nifc,White face,43.5,2025-02-26,9B77A8AE-60DC-436B-9FD3-58F259348034,White face,RMCC,43.5,WF,SDRBA,
165,42569.0,approved,nifc,Highway 32,15.0,2025-02-26,3200859B-7B58-4464-B1E4-E9E7DE4E20BB,Highway 32,EACC,15.0,WF,,
166,42583.0,approved,firis,CA-CNF-PENNY-N40Y,8.994162045580516,2025-02-26,,,,,,,
167,42543.0,pending,kern_county_ca,KRN-25-02581,4.289975e-06,2025-02-27,,,,,,,
168,,pending,kern_county_ca,Dart,0.009631045,2025-02-27,,,,,,,
169,,pending,kern_county_ca,Rattlesnake,1.690782,2025-02-27,,,,,,,
170,,pending,kern_county_ca,KRN-25-06603,0.3601415,2025-02-27,,,,,,,
171,,pending,kern_county_ca,Pond,38.0736,2025-02-27,,,,,,,
172,42640.0,approved,nifc,Tree Farm,2.0,2025-02-27,D112915C-14B0-4B4E-8651-99250C9EAB28,Tree Farm,RMCC,2.0,WF,,
173,42641.0,approved,nifc,Hilltop,8.0,2025-02-28,A4F72B40-D524-40F8-A4CB-84A0C69D49D1,Hilltop,RMCC,8.0,WF,,
174,42505.0,approved,nifc,Scott,,2025-02-28,14ED3DDA-BFCC-4449-A5DD-5E5948159C2F,Scott,RMCC,,WF,,
175,42347.0,approved,nifc,Lebar,,2025-02-28,DB5C769E-79D3-48CB-B9DD-80E56E3063EE,Lebar  ,RMCC,,WF,,
176,42665.0,approved,nifc,CROSS TIMBERS,402.6,2025-02-28,FF9B8643-14CD-48AC-BFEC-13EB5A1BFAD3,CROSS TIMBERS,SACC,402.6,WF,,
177,42655.0,approved,nifc,Okoboji View Wildfire,100.0,2025-02-28,CF684DCC-AF99-4A96-A3A8-B87245AA2165,Okoboji View Wildfire,EACC,100.0,WF,IAWTR,
178,42510.0,approved,nifc,KC-450,732.6797580928287,2025-02-28,36E5A0C4-BED9-4AD2-A05B-89E5E24A2C28,KC-450,SACC,732.6797580928287,WF,TXTXS,
179,42779.0,approved,nifc,JASPER,137.88,2025-03-01,D4228A5A-14F2-4B03-AFB5-0890CA4E3FD8,JASPER,RMCC,137.88,WF,NEWIA,
180,,pending,other,CA-LAC-009087-EATON-N874EB,14005.394556907882,2025-03-01,,,,,,,
181,,pending,other,CA-LAC-EATON-N874EB,14021.156534409396,2025-03-01,,,,,,,
182,,pending,other,CA-LAC-EATON-N874EB,14021.156534409396,2025-03-01,,,,,,,
183,,pending,other,CA-ANF-HUGHES-N874EB,8092.544945545731,2025-03-01,,,,,,,
184,,pending,other,CA-ANF-HUGHES-N874EB,6526.837847030594,2025-03-01,,,,,,,
185,,pending,other,CA-ANF-HUGHES-N874EB,9434.97148968652,2025-03-01,,,,,,,
186,,pending,other,CA-ANF-HUGHES-N874EB,10426.384110737274,2025-03-01,,,,,,,
187,,pending,other,CA-ANF-HUGHES-N874EB,10258.509051441812,2025-03-01,,,,,,,
188,,pending,other,CA-ANF-HUGHES-N874EB,10732.405099873497,2025-03-01,,,,,,,
189,,pending,other,CA-ANF-HUGHES-N874EB,10448.419905893605,2025-03-01,,,,,,,
190,42854.0,approved,nifc,CORBO,12.0,2025-03-02,01C9EAEE-B2B4-4C13-A10D-930C15B3EC6A,CORBO,SACC,12.0,WF,,
191,42854.0,pending,nifc,310Y,100.0,2025-03-02,57DC6E95-D144-4D6B-BDA1-D80193090395,310Y,SACC,100.0,WF,,
192,42854.0,pending,nifc,310Y,100.0,2025-03-02,57DC6E95-D144-4D6B-BDA1-D80193090395,310Y,SACC,100.0,WF,,
193,42914.0,pending,nifc,Henderson 0789,0.5282675104057389,2025-03-02,DF0116AC-51F1-41AC-8FB8-B800878B26C4,Henderson 0789,SACC,0.5282675104057389,WF,TXTXS,
194,42835.0,approved,nifc,Green Acres,345.0,2025-03-02,9FEA5BBA-43DE-4926-9C9F-9D1D3FDB5C67,Green Acres,RMCC,345.0,WF,SDBKF,
195,42933.0,pending,nifc,Bell 0801,19.36378790637795,2025-03-03,428F8441-CDC4-4C1B-AA5F-42276E5FA90C,Bell 0801,SACC,19.363787906377954,WF,,
196,42933.0,approved,nifc,Bell 0801,15.700869349656331,2025-03-03,428F8441-CDC4-4C1B-AA5F-42276E5FA90C,Bell 0801,SACC,15.700869349656333,WF,,
197,42933.0,pending,nifc,Bell 0801,15.700869349656331,2025-03-03,428F8441-CDC4-4C1B-AA5F-42276E5FA90C,Bell 0801,SACC,15.700869349656333,WF,TXTXS,
198,42919.0,approved,nifc,Silver Springs,42.0141561074702,2025-03-03,88324949-EA11-4F6B-B5E0-0E4AC4BE9301,Silver Springs,SACC,42.0141561074702,WF,TXTXS,
199,,pending,nifc,Tower Creek,2.0,2025-03-03,F178309A-A416-4D39-8E7E-EE0D2D04BACE,Tower Creek,EACC,2.0,WF,,
200,43009.0,approved,nifc,Diamond Lake,100.0,2025-03-03,71F077EE-E93B-4057-9E3E-40F70A4B47A3,Diamond Lake,EACC,100.0,WF,,
201,42933.0,pending,nifc,Bell 0801,15.700869349656331,2025-03-03,428F8441-CDC4-4C1B-AA5F-42276E5FA90C,Bell 0801,SACC,15.700869349656333,WF,TXTXS,
202,42917.0,approved,nifc,Round,550.0,2025-03-03,F3F5FE08-8864-4B15-BB88-7047B4897DF6,Round,EACC,550.0,WF,MOMTF,
203,42889.0,approved,nifc,Cotham 1 and 2 RX,1084.0,2025-03-03,58B00052-2FDB-47AC-B2C8-CA9AA393F6B6,Cotham 1 and 2 RX,EACC,1084.0,RX,MOMTF,
204,42881.0,approved,nifc,McCloy RX,274.44,2025-03-04,CD0D7E72-D15F-4820-AD35-EAA4721E2421,McCloy RX,EACC,274.44,RX,MOMTF,
205,42632.0,approved,nifc,Devils Horn 1-3 RX,1581.0,2025-03-04,B1B3A08E-3A53-452C-9B8E-6A4BC401652F,Devils Horn 1-3 RX,EACC,1581.0,RX,MOMTF,
206,43053.0,approved,nifc,Combs,340.78118153331206,2025-03-04,1985CF51-4AA2-4A49-A67E-6CA3CB11198B,Combs,SACC,340.78118153331206,WF,TXTXS,
207,43019.0,approved,nifc,Rice Lk,5.0,2025-03-04,B1D72447-2AD7-4ABA-A3F6-3B1A9B8D38A5,Rice Lk,EACC,5.0,WF,,
208,43093.0,approved,nifc,Riddle,10.36229981558806,2025-03-04,A774CAA3-5BE9-4FF7-85B7-FA2C2F707332,Riddle,SACC,10.362299815588061,WF,TXTXS,
209,43105.0,approved,nifc,Onion Creek,174.00593512308262,2025-03-05,8B1472FB-86B2-4AFF-AC72-140D208754D3,Onion Creek,SACC,174.00593512308262,WF,,
210,43108.0,approved,nifc,Klett,101.01884216889458,2025-03-05,70B1FD6F-7054-47EC-BF43-FC172AF973C3,Klett,SACC,101.01884216889458,WF,TXTXS,
211,42882.0,pending,nifc,Sugar Tree RX,615.08,2025-03-05,C3927BEA-878B-4108-A122-39C920269B3A,Sugar Tree RX,EACC,615.08,RX,MOMTF,
212,43130.0,approved,nifc,Cherokee 0874,12.142853268218806,2025-03-05,236C73A2-1B13-40F9-992D-99561D3EC749,Cherokee 0874,SACC,12.142853268218806,WF,TXTXS,
213,43107.0,approved,nifc,Welder,82.43950255805554,2025-03-05,A80E7552-4560-4D75-ACD1-48D724BCFFA0,Welder,SACC,82.43950255805554,WF,TXTXS,
214,43094.0,approved,nifc,Duke,250.75932399684763,2025-03-05,BA28E534-C96A-4C03-A2F8-9F504DB72949,Duke,SACC,250.75932399684763,WF,TXTXS,
215,42814.0,approved,nifc,Texas Tower RX,983.88,2025-03-05,E440EFC0-B7CB-4173-9997-95B6059CBBC0,Texas Tower RX,EACC,983.88,RX,MOMTF,
216,43131.0,approved,nifc,Railway Fire,705.8679914952155,2025-03-05,5B23899E-905A-41CD-8D0F-BEC7BC35AA95,Railway Fire,SACC,705.8679914952155,WF,TXTXS,
217,43091.0,approved,nifc,Calaveras,283.75945828891,2025-03-05,CFA8F624-DD84-4242-AC95-82E59C5BBA3C,Calaveras,SACC,283.75945828891,WF,TXTXS,
218,43159.0,approved,nifc,Nueces 0890,60.69862267355384,2025-03-05,65D300A2-BF0F-47E6-AD1C-ED1AD3EEB16A,Nueces 0890,SACC,60.69862267355384,WF,TXTXS,
219,43124.0,approved,nifc,Twin Oryx,1059.5129983964252,2025-03-05,EFB9848C-F7D0-4193-A45F-B501F15B9231,Twin Oryx,SACC,1059.5129983964252,WF,TXTXS,
220,43099.0,approved,nifc,Red Rose,519.8769236739903,2025-03-05,F1F379BC-65FE-4469-B9E6-0E3DDC04C71D,Red Rose,SACC,519.8769236739903,WF,TXTXS,
221,43105.0,approved,nifc,Onion Creek,190.31245158147388,2025-03-06,8B1472FB-86B2-4AFF-AC72-140D208754D3,Onion Creek,SACC,190.31245158147388,WF,TXTXS,
222,43105.0,pending,nifc,Onion Creek,190.31245158147388,2025-03-06,8B1472FB-86B2-4AFF-AC72-140D208754D3,Onion Creek,SACC,190.31245158147388,WF,TXTXS,
223,43131.0,pending,nifc,Railway,705.8679914952155,2025-03-06,5B23899E-905A-41CD-8D0F-BEC7BC35AA95,Railway,SACC,705.8679914952155,WF,TXTXS,
224,43158.0,approved,nifc,Longhorn,4.002854017648796,2025-03-06,F36B98FF-76F6-4BBD-8D77-C4C1C06713DB,Longhorn,SACC,4.002854017648796,WF,TXTXS,
225,43124.0,approved,nifc,Twin Oryx,1097.0195636543565,2025-03-06,EFB9848C-F7D0-4193-A45F-B501F15B9231,Twin Oryx,SACC,1097.0195636543563,WF,TXTXS,
226,43031.0,approved,nifc,Basin,2850.0,2025-03-06,1809BF94-AEA0-48D4-95B5-01B8BC1224C5,Basin,EACC,2850.0,WF,MOMTF,
227,43131.0,pending,nifc,Railway,705.8679914952155,2025-03-06,5B23899E-905A-41CD-8D0F-BEC7BC35AA95,Railway,SACC,705.8679914952155,WF,TXTXS,
228,43031.0,pending,nifc,Basin,2850.0,2025-03-06,1809BF94-AEA0-48D4-95B5-01B8BC1224C5,Basin,EACC,2850.0,WF,MOMTF,
229,,pending,nifc,Penny,8.99,2025-03-06,,,,,,,
230,,pending,nifc,Penny,8.99,2025-03-06,4A44CE92-ECE2-43B7-829C-4863B695BAE5,Penny,OSCC,8.99,WF,CACNF,
231,,pending,nifc,Spring,0.25,2025-03-07,8C399A91-2EC6-48B5-877F-959E440ED4EF,Spring,SACC,0.25,WF,,
232,43236.0,approved,nifc,Rock,7.211136359557724,2025-03-07,1F95E622-73BA-4F9B-9B33-6FA5959A1AA7,Rock,SWCC,7.211136359557724,WF,AZTNF,
233,43131.0,approved,nifc,Railway,770.6214034195594,2025-03-07,5B23899E-905A-41CD-8D0F-BEC7BC35AA95,Railway,SACC,770.6214034195594,WF,TXTXS,
234,43131.0,pending,nifc,Railway,770.6214034195594,2025-03-07,5B23899E-905A-41CD-8D0F-BEC7BC35AA95,Railway,SACC,770.6214034195594,WF,TXTXS,
235,43209.0,approved,nifc,Kleberg 0923,106.6252652016283,2025-03-07,50673666-3B35-42B9-AC64-CE9199F7E5FF,Kleberg 0923,SACC,106.6252652016283,WF,TXTXS,
236,43107.0,pending,nifc,Welder,69.02607054083765,2025-03-07,A80E7552-4560-4D75-ACD1-48D724BCFFA0,Welder,SACC,69.02607054083765,WF,TXTXS,
237,43107.0,approved,nifc,Welder,70.91248152545306,2025-03-07,A80E7552-4560-4D75-ACD1-48D724BCFFA0,Welder,SACC,70.91248152545306,WF,TXTXS,
238,43107.0,pending,nifc,Welder,69.64543167159933,2025-03-07,A80E7552-4560-4D75-ACD1-48D724BCFFA0,Welder,SACC,69.64543167159933,WF,TXTXS,
239,43107.0,pending,nifc,Welder,69.64543167159933,2025-03-08,A80E7552-4560-4D75-ACD1-48D724BCFFA0,Welder,SACC,69.64543167159933,WF,TXTXS,
240,,pending,nifc,CORN,0.01,2025-03-08,E197DA29-EA99-421E-8FCE-02F29DB322A7,CORN,OSCC,0.01,WF,CACDD,
241,43131.0,pending,nifc,Railway,770.6214034195594,2025-03-08,5B23899E-905A-41CD-8D0F-BEC7BC35AA95,Railway,SACC,770.6214034195594,WF,TXTXS,
